|6.6.6
CV3hy1wt_678_1.tab                                                                                  
           2
P(bar)  
   1.0000000000000000     
   350.87468671679198     
         400
T(K)    
   275.00000000000000     
   9.1137123745819402     
         300
           9
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  63158.44       2936.204       3726.740       3.735515       1.375879       6091257.      0.2366509E-04   425966.9       70548.78    
  63509.32       2936.204       3729.890       3.739753       1.377399       6098526.      0.2351123E-04   427300.4       70764.47    
  63860.19       2936.204       3733.031       3.743982       1.378915       6105784.      0.2335835E-04   428633.7       70980.14    
  64211.07       2936.204       3736.165       3.748202       1.380429       6113031.      0.2320643E-04   429966.8       71195.79    
  64561.94       2936.204       3739.291       3.752414       1.381940       6120268.      0.2305546E-04   431299.8       71411.40    
  64912.82       2936.204       3742.410       3.756617       1.383448       6127493.      0.2290545E-04   432632.7       71627.00    
  65263.69       2936.204       3745.521       3.760812       1.384952       6134708.      0.2275638E-04   433965.3       71842.57    
  65614.57       2936.204       3748.625       3.764998       1.386454       6141913.      0.2260823E-04   435297.9       72058.12    
  65965.44       2936.204       3751.721       3.769176       1.387953       6149106.      0.2246101E-04   436630.3       72273.64    
  66316.32       2936.204       3754.810       3.773345       1.389449       6156289.      0.2231470E-04   437962.5       72489.14    
  66667.19       2936.204       3757.891       3.777506       1.390942       6163462.      0.2216929E-04   439294.6       72704.62    
  67018.07       2936.204       3760.965       3.781658       1.392432       6170624.      0.2202478E-04   440626.6       72920.08    
  67368.94       2936.204       3764.032       3.785803       1.393919       6177776.      0.2188115E-04   441958.5       73135.51    
  67719.81       2936.204       3766.817       3.789798       1.396296       6184583.      0.2173596E-04   443092.6       73439.44    
  68070.69       2936.204       3770.332       3.793662       1.397292       6191924.      0.2159138E-04   444470.9       73612.87    
  68421.56       2936.204       3773.190       3.798187       1.398363       6199169.      0.2145550E-04   445953.1       73781.68    
  68772.44       2936.204       3776.302       3.802139       1.399999       6206231.      0.2131330E-04   447224.8       74015.47    
  69123.31       2936.204       3779.259       3.806402       1.401312       6213379.      0.2117601E-04   448615.6       74212.35    
  69474.19       2936.204       3782.283       3.810498       1.402782       6220469.      0.2103753E-04   449946.7       74427.66    
  69825.06       2936.204       3785.300       3.814586       1.404249       6227549.      0.2089988E-04   451277.6       74642.94    
  70175.94       2936.204       3788.502       3.818261       1.406118       6234500.      0.2075786E-04   452456.7       74905.03    
  70526.81       2936.204       3791.506       3.822333       1.407579       6241560.      0.2062184E-04   453787.2       75120.32    
  70877.69       2936.204       3794.503       3.826397       1.409038       6248611.      0.2048662E-04   455117.6       75335.59    
  71228.56       2936.204       3797.842       3.830361       1.409913       6255884.      0.2035168E-04   456545.8       75495.53    
  71579.44       2936.204       3800.283       3.834907       1.411545       6262797.      0.2022378E-04   457930.3       75719.07    
  71930.31       2936.204       3803.259       3.838948       1.412996       6269817.      0.2009095E-04   459260.5       75934.24    
  72281.19       2936.204       3805.931       3.842858       1.415352       6276488.      0.1995650E-04   460388.0       76241.27    
  72632.06       2936.204       3809.387       3.846602       1.416290       6283714.      0.1982238E-04   461767.9       76411.66    
  72982.93       2936.204       3812.343       3.850620       1.417733       6290705.      0.1969186E-04   463097.6       76626.81    
  73333.81       2936.204       3815.293       3.854631       1.419173       6297687.      0.1956209E-04   464427.2       76841.95    
  73684.68       2936.204       3818.261       3.858583       1.420659       6304645.      0.1943241E-04   465737.6       77062.94    
  74035.56       2936.204       3820.870       3.862638       1.422691       6311368.      0.1930420E-04   466957.7       77336.29    
  74386.43       2936.204       3823.986       3.866457       1.424062       6318363.      0.1917471E-04   468268.3       77548.61    
  74737.31       2936.204       3826.635       3.870689       1.425580       6325243.      0.1905077E-04   469624.8       77767.91    
  75088.18       2936.204       3830.062       3.874467       1.426295       6332475.      0.1892314E-04   471062.0       77915.61    
  75439.06       2936.204       3833.035       3.878377       1.427699       6339413.      0.1879712E-04   472384.8       78129.69    
  75789.93       2936.204       3835.775       3.882472       1.429204       6346279.      0.1867400E-04   473721.7       78350.42    
  76140.81       2936.204       3838.901       3.885964       1.431065       6353067.      0.1854409E-04   474876.7       78618.64    
  76491.68       2936.204       3841.794       3.889909       1.432481       6359964.      0.1842083E-04   476205.2       78833.68    
  76842.56       2936.204       3844.680       3.893846       1.433895       6366850.      0.1829826E-04   477533.6       79048.70    
  77193.43       2936.204       3847.561       3.897776       1.435306       6373728.      0.1817638E-04   478861.9       79263.71    
  77544.31       2936.204       3850.324       3.902066       1.436207       6380746.      0.1806013E-04   480361.2       79420.28    
  77895.18       2936.204       3853.254       3.905925       1.437593       6387619.      0.1793896E-04   481683.2       79634.24    
  78246.06       2936.204       3856.165       3.909525       1.439524       6394304.      0.1781481E-04   482846.2       79908.63    
  78596.93       2936.204       3859.021       3.913427       1.440926       6401145.      0.1769562E-04   484174.1       80123.58    
  78947.80       2936.204       3861.871       3.917322       1.442325       6407976.      0.1757708E-04   485501.9       80338.51    
  79298.68       2936.204       3864.715       3.921210       1.443721       6414798.      0.1745921E-04   486829.7       80553.42    
  79649.55       2936.204       3867.433       3.925464       1.444613       6421755.      0.1734701E-04   488330.0       80709.69    
  80000.43       2936.204       3870.285       3.929319       1.445998       6428563.      0.1723021E-04   489655.7       80924.20    
  80351.30       2936.204       3873.174       3.933130       1.447367       6435373.      0.1711360E-04   490977.1       81138.06    
  80702.18       2936.204       3876.031       3.936695       1.449283       6441995.      0.1699410E-04   492139.8       81412.94    
  81053.05       2936.204       3878.845       3.940549       1.450667       6448772.      0.1687940E-04   493467.1       81627.79    
  81403.93       2936.204       3881.653       3.944397       1.452049       6455540.      0.1676532E-04   494794.4       81842.62    
  81754.80       2936.204       3884.456       3.948237       1.453429       6462299.      0.1665185E-04   496121.5       82057.44    
  82105.68       2936.204       3887.253       3.952072       1.454807       6469049.      0.1653900E-04   497448.6       82272.24    
  82456.55       2936.204       3890.044       3.955899       1.456182       6475790.      0.1642675E-04   498775.6       82487.04    
  82807.43       2936.204       3892.829       3.959720       1.457555       6482522.      0.1631510E-04   500102.5       82701.82    
  83158.30       2936.204       3895.608       3.963535       1.458925       6489246.      0.1620404E-04   501429.4       82916.58    
  83509.18       2936.204       3898.382       3.967343       1.460294       6495961.      0.1609358E-04   502756.2       83131.34    
  83860.05       2936.204       3901.151       3.971144       1.461660       6502667.      0.1598370E-04   504082.9       83346.08    
  84210.92       2936.204       3903.913       3.974939       1.463023       6509364.      0.1587440E-04   505409.5       83560.81    
  84561.80       2936.204       3906.670       3.978728       1.464385       6516053.      0.1576567E-04   506736.0       83775.53    
  84912.67       2936.204       3909.422       3.982510       1.465744       6522733.      0.1565752E-04   508062.5       83990.23    
  85263.55       2936.204       3912.168       3.986286       1.467101       6529405.      0.1554993E-04   509388.9       84204.93    
  85614.42       2936.204       3914.908       3.990056       1.468456       6536068.      0.1544291E-04   510715.2       84419.61    
  85965.30       2936.204       3917.644       3.993819       1.469808       6542723.      0.1533644E-04   512041.5       84634.28    
  86316.17       2936.204       3920.373       3.997576       1.471159       6549369.      0.1523052E-04   513367.7       84848.94    
  86667.05       2936.204       3923.097       4.001326       1.472507       6556006.      0.1512516E-04   514693.8       85063.59    
  87017.92       2936.204       3925.816       4.005071       1.473853       6562635.      0.1502033E-04   516019.9       85278.23    
  87368.80       2936.204       3928.530       4.008809       1.475197       6569256.      0.1491605E-04   517345.9       85492.86    
  87719.67       2936.204       3931.238       4.012541       1.476538       6575868.      0.1481230E-04   518671.8       85707.47    
  88070.55       2936.204       3933.940       4.016267       1.477878       6582472.      0.1470909E-04   519997.7       85922.08    
  88421.42       2936.204       3936.638       4.019987       1.479215       6589068.      0.1460640E-04   521323.5       86136.67    
  88772.30       2936.204       3939.330       4.023701       1.480550       6595655.      0.1450423E-04   522649.2       86351.26    
  89123.17       2936.204       3942.017       4.027409       1.481883       6602234.      0.1440258E-04   523974.9       86565.83    
  89474.05       2936.204       3944.699       4.031110       1.483214       6608805.      0.1430145E-04   525300.5       86780.40    
  89824.92       2936.204       3947.376       4.034806       1.484543       6615368.      0.1420083E-04   526626.1       86994.95    
  90175.79       2936.204       3950.047       4.038496       1.485870       6621922.      0.1410071E-04   527951.5       87209.50    
  90526.67       2936.204       3952.713       4.042180       1.487194       6628469.      0.1400110E-04   529277.0       87424.03    
  90877.54       2936.204       3955.374       4.045858       1.488517       6635007.      0.1390199E-04   530602.4       87638.56    
  91228.42       2936.204       3958.030       4.049530       1.489838       6641537.      0.1380337E-04   531927.7       87853.07    
  91579.29       2936.204       3960.682       4.053196       1.491156       6648059.      0.1370524E-04   533253.0       88067.58    
  91930.17       2936.204       3963.327       4.056856       1.492472       6654573.      0.1360761E-04   534578.2       88282.08    
  92281.04       2936.204       3965.968       4.060510       1.493787       6661079.      0.1351045E-04   535903.3       88496.57    
  92631.92       2936.204       3968.604       4.064159       1.495099       6667577.      0.1341378E-04   537228.4       88711.05    
  92982.79       2936.204       3971.235       4.067802       1.496409       6674068.      0.1331758E-04   538553.5       88925.52    
  93333.67       2936.204       3973.861       4.071439       1.497717       6680550.      0.1322185E-04   539878.5       89139.98    
  93684.54       2936.204       3976.483       4.075071       1.499024       6687024.      0.1312660E-04   541203.4       89354.43    
  94035.42       2936.204       3979.099       4.078696       1.500328       6693491.      0.1303180E-04   542528.3       89568.88    
  94386.29       2936.204       3981.710       4.082316       1.501630       6699949.      0.1293748E-04   543853.1       89783.31    
  94737.17       2936.204       3984.317       4.085931       1.502930       6706400.      0.1284361E-04   545177.9       89997.74    
  95088.04       2936.204       3986.918       4.089540       1.504229       6712844.      0.1275019E-04   546502.7       90212.16    
  95438.91       2936.204       3989.517       4.093141       1.505525       6719283.      0.1265723E-04   547826.8       90426.66    
  95789.79       2936.204       3992.111       4.096736       1.506820       6725715.      0.1256472E-04   549150.9       90641.16    
  96140.66       2936.204       3994.694       4.100333       1.508112       6732127.      0.1247265E-04   550476.6       90855.37    
  96491.54       2936.204       3997.185       4.104200       1.509516       6738264.      0.1238152E-04   551862.3       91081.37    
  96842.41       2936.204       3999.756       4.107800       1.510812       6744650.      0.1229037E-04   553191.0       91296.54    
  97193.29       2936.204       4002.428       4.111076       1.511977       6751340.      0.1219909E-04   554450.1       91498.51    
  97544.16       2936.204       4004.996       4.114646       1.513262       6757730.      0.1210877E-04   555774.5       91712.88    
  97895.04       2936.204       4007.560       4.118211       1.514545       6764112.      0.1201888E-04   557098.9       91927.24    
  98245.91       2936.204       4010.119       4.121770       1.515826       6770486.      0.1192942E-04   558423.2       92141.59    
  98596.79       2936.204       4012.686       4.125308       1.517107       6776881.      0.1184038E-04   559743.6       92356.56    
  98947.66       2936.204       4015.223       4.128873       1.518382       6783212.      0.1175176E-04   561071.7       92570.27    
  99298.54       2936.204       4017.768       4.132416       1.519657       6789564.      0.1166355E-04   562395.9       92784.60    
  99649.41       2936.204       4020.309       4.135954       1.520930       6795909.      0.1157576E-04   563720.0       92998.92    
  100000.3       2936.204       4022.865       4.139463       1.522206       6802289.      0.1148839E-04   565038.4       93214.19    
  100351.2       2936.204       4025.396       4.142990       1.523475       6808618.      0.1140142E-04   566362.5       93428.49    
  100702.0       2936.204       4027.923       4.146513       1.524743       6814940.      0.1131486E-04   567686.7       93642.78    
  101052.9       2936.204       4030.446       4.150029       1.526009       6821256.      0.1122869E-04   569010.5       93857.10    
  101403.8       2936.204       4032.964       4.153541       1.527273       6827564.      0.1114293E-04   570334.4       94071.39    
  101754.7       2936.204       4035.459       4.157070       1.528531       6833820.      0.1105755E-04   571664.1       94284.72    
  102105.5       2936.204       4037.968       4.160572       1.529791       6840114.      0.1097258E-04   572988.0       94499.00    
  102456.4       2936.204       4040.473       4.164068       1.531050       6846399.      0.1088800E-04   574311.8       94713.27    
  102807.3       2936.204       4042.973       4.167559       1.532307       6852678.      0.1080380E-04   575635.6       94927.53    
  103158.2       2936.204       4045.814       4.170949       1.533326       6859485.      0.1070172E-04   577015.2       95120.68    
  103509.0       2936.204       4048.306       4.174429       1.534576       6865751.      0.1061830E-04   578339.2       95334.56    
  103859.9       2936.204       4050.794       4.177903       1.535825       6872009.      0.1053525E-04   579663.1       95548.43    
  104210.8       2936.204       4053.278       4.181373       1.537072       6878261.      0.1045258E-04   580987.0       95762.29    
  104561.7       2936.204       4055.428       4.184893       1.538379       6884102.      0.1037465E-04   582272.3       95976.14    
  104912.5       2936.204       4058.005       4.188291       1.539600       6890488.      0.1029241E-04   583593.6       96189.66    
  105263.4       2936.204       4060.703       4.191751       1.540801       6896973.      0.1020681E-04   584958.5       96403.85    
  105614.3       2936.204       4062.784       4.195336       1.542125       6902691.      0.1012906E-04   586258.9       96619.09    
  105965.2       2936.204       4065.250       4.198731       1.543356       6908933.      0.1004946E-04   587567.2       96832.19    
  106316.0       2936.204       4067.712       4.202183       1.544594       6915141.      0.9968632E-05   588895.3       97046.34    
  106666.9       2936.204       4070.536       4.205366       1.545743       6921896.      0.9887970E-05   590200.7       97258.22    
  107017.8       2936.204       4073.105       4.208825       1.546955       6928212.      0.9805431E-05   591555.2       97472.20    
  107368.7       2936.204       4075.606       4.212187       1.548172       6934499.      0.9726504E-05   592867.7       97685.66    
  107719.5       2936.204       4078.101       4.215548       1.549389       6940774.      0.9647899E-05   594180.7       97899.16    
  108070.4       2936.204       4080.336       4.219191       1.550672       6946602.      0.9567311E-05   595543.7       98115.14    
  108421.3       2936.204       4082.776       4.222595       1.551899       6952783.      0.9488942E-05   596865.7       98329.19    
  108772.2       2936.204       4085.208       4.225997       1.553124       6958950.      0.9410935E-05   598188.5       98543.10    
  109123.0       2936.204       4087.603       4.229365       1.554342       6965076.      0.9334884E-05   599497.0       98755.66    
  109473.9       2936.204       4089.365       4.233543       1.555753       6970124.      0.9250039E-05   600961.9       98977.63    
  109824.8       2936.204       4092.749       4.235874       1.556713       6977871.      0.9181537E-05   602104.3       99181.83    
  110175.7       2936.204       4095.161       4.239262       1.557931       6984002.      0.9104869E-05   603427.9       99395.69    
  110526.5       2936.204       4097.412       4.243156       1.559193       6989719.      0.9016798E-05   604898.1       99611.48    
  110877.4       2936.204       4099.817       4.246533       1.560406       6995840.      0.8940830E-05   606221.5       99825.03    
  111228.3       2936.204       4102.218       4.249904       1.561616       7001954.      0.8865192E-05   607545.0       100038.6    
  111579.2       2936.204       4104.530       4.253170       1.562842       7007990.      0.8795357E-05   608817.8       100252.2    
  111930.0       2936.204       4106.895       4.256428       1.564067       7014108.      0.8724116E-05   610097.4       100467.2    
  112280.9       2936.204       4109.284       4.259787       1.565275       7020203.      0.8649448E-05   611420.6       100681.0    
  112631.8       2936.204       4113.013       4.262135       1.566138       7028353.      0.8572016E-05   612650.0       100883.5    
  112982.6       2936.204       4114.165       4.266693       1.567646       7032427.      0.8491864E-05   614161.9       101106.2    
  113333.5       2936.204       4116.543       4.270037       1.568848       7038501.      0.8418156E-05   615485.2       101319.8    
  113684.4       2936.204       4118.917       4.273377       1.570047       7044570.      0.8344763E-05   616808.5       101533.3    
  114035.3       2936.204       4121.538       4.276250       1.571199       7051151.      0.8279359E-05   618014.8       101747.1    
  114386.1       2936.204       4123.539       4.279842       1.572487       7056629.      0.8208104E-05   619359.4       101963.4    
  114737.0       2936.204       4125.901       4.283169       1.573683       7062678.      0.8135637E-05   620682.4       102177.1    
  115087.9       2936.204       4129.581       4.285506       1.574542       7070763.      0.8059866E-05   621914.5       102379.8    
  115438.8       2936.204       4130.728       4.290006       1.576021       7074813.      0.7982440E-05   623424.5       102600.8    
  115789.6       2936.204       4133.079       4.293319       1.577211       7080843.      0.7910891E-05   624747.7       102814.3    
  116140.5       2936.204       4136.792       4.295544       1.578068       7089024.      0.7837569E-05   625950.2       103018.5    
  116491.4       2936.204       4138.820       4.299192       1.579314       7094476.      0.7764480E-05   627337.8       103231.8    
  116842.3       2936.204       4140.920       4.302746       1.580557       7100093.      0.7691899E-05   628705.4       103446.8    
  117193.1       2936.204       4143.016       4.306296       1.581797       7105703.      0.7619638E-05   630073.2       103661.7    
  117544.0       2936.204       4146.087       4.308793       1.582821       7112966.      0.7554869E-05   631253.0       103872.9    
  117894.9       2936.204       4146.936       4.313283       1.584359       7116604.      0.7486517E-05   632718.0       104096.1    
  118245.8       2936.204       4149.181       4.316649       1.585557       7122456.      0.7416425E-05   634056.1       104310.0    
  118596.6       2936.204       4153.105       4.318594       1.586351       7131001.      0.7346538E-05   635213.6       104513.3    
  118947.5       2936.204       4154.247       4.323121       1.587778       7134981.      0.7269140E-05   636762.6       104730.2    
  119298.4       2936.204       4156.561       4.326389       1.588951       7140948.      0.7200514E-05   638085.8       104943.4    
  119649.3       2936.204       4158.872       4.329653       1.590122       7146908.      0.7132170E-05   639408.9       105156.6    
  120000.1       2936.204       4160.837       4.332902       1.591409       7152429.      0.7073965E-05   640654.9       105376.6    
  120351.0       2936.204       4163.115       4.336185       1.592584       7158334.      0.7005997E-05   641982.7       105590.1    
  120701.9       2936.204       4165.334       4.339521       1.593770       7164142.      0.6937906E-05   643320.8       105803.8    
  121052.8       2936.204       4168.078       4.342665       1.594792       7170690.      0.6861577E-05   644701.2       106009.3    
  121403.6       2936.204       4170.371       4.345907       1.595956       7176620.      0.6794616E-05   646024.2       106222.5    
  121754.5       2936.204       4172.660       4.349146       1.597119       7182544.      0.6727926E-05   647347.2       106435.7    
  122105.4       2936.204       4174.945       4.352380       1.598279       7188462.      0.6661506E-05   648670.2       106648.9    
  122456.3       2936.204       4178.119       4.354673       1.599254       7195864.      0.6601573E-05   649824.1       106860.1    
  122807.1       2936.204       4180.369       4.357930       1.600419       7201722.      0.6535439E-05   651152.4       107073.5    
  123158.0       2936.204       4181.597       4.361914       1.601847       7205995.      0.6473907E-05   652541.3       107296.2    
  123508.9       2936.204       4184.053       4.365275       1.602909       7212073.      0.6398491E-05   653962.0       107501.5    
  123859.8       2936.204       4186.321       4.368488       1.604062       7217961.      0.6333395E-05   655285.0       107714.7    
  124210.6       2936.204       4188.586       4.371698       1.605214       7223843.      0.6268559E-05   656607.9       107927.9    
  124561.5       2936.204       4190.847       4.374903       1.606365       7229719.      0.6203982E-05   657930.8       108141.0    
  124912.4       2936.204       4193.105       4.378104       1.607515       7235589.      0.6139661E-05   659253.6       108354.2    
  125263.3       2936.204       4195.360       4.381301       1.608663       7241453.      0.6075595E-05   660576.5       108567.3    
  125614.1       2936.204       4197.611       4.384494       1.609809       7247311.      0.6011783E-05   661899.3       108780.5    
  125965.0       2936.204       4199.858       4.387684       1.610954       7253164.      0.5948223E-05   663222.2       108993.6    
  126315.9       2936.204       4202.103       4.390869       1.612098       7259010.      0.5884914E-05   664545.0       109206.7    
  126666.8       2936.204       4204.344       4.394050       1.613240       7264851.      0.5821854E-05   665867.8       109419.9    
  127017.6       2936.204       4206.582       4.397227       1.614381       7270686.      0.5759041E-05   667190.6       109633.0    
  127368.5       2936.204       4208.816       4.400400       1.615521       7276515.      0.5696475E-05   668513.4       109846.2    
  127719.4       2936.204       4211.047       4.403569       1.616659       7282338.      0.5634153E-05   669836.2       110059.3    
  128070.3       2936.204       4213.275       4.406735       1.617795       7288156.      0.5572074E-05   671158.9       110272.4    
  128421.1       2936.204       4215.499       4.409896       1.618931       7293968.      0.5510237E-05   672481.7       110485.6    
  128772.0       2936.204       4217.720       4.413053       1.620065       7299774.      0.5448641E-05   673804.4       110698.7    
  129122.9       2936.204       4224.672       4.399344       1.616308       7288465.      0.4672748E-05   670496.0       110367.5    
  129473.8       2936.204       4226.900       4.402488       1.617416       7294162.      0.4611123E-05   671817.4       110577.1    
  129824.6       2936.204       4229.122       4.405633       1.618525       7299855.      0.4549823E-05   673139.6       110787.0    
  130175.5       2936.204       4231.348       4.408763       1.619626       7305538.      0.4488594E-05   674460.2       110996.3    
  130526.4       2936.204       4233.566       4.411895       1.620730       7311217.      0.4427683E-05   675781.6       111205.9    
  130877.3       2936.204       4235.782       4.415024       1.621832       7316891.      0.4367005E-05   677103.0       111415.4    
  131228.1       2936.204       4237.997       4.418145       1.622931       7322557.      0.4306505E-05   678423.9       111624.8    
  131579.0       2936.204       4240.207       4.421264       1.624030       7328219.      0.4246271E-05   679745.2       111834.3    
  131929.9       2936.204       4242.412       4.424381       1.625128       7333875.      0.4186290E-05   681066.6       112043.9    
  132280.8       2936.204       4253.536       4.433928       1.637132       7347268.      0.4265961E-05   684228.8       114003.3    
  132631.6       2936.204       4255.746       4.437010       1.638173       7353018.      0.4207932E-05   685554.4       114207.7    
  132982.5       2936.204       4257.949       4.440095       1.639217       7358763.      0.4150203E-05   686881.0       114412.4    
  133333.4       2936.204       4260.153       4.443169       1.640255       7364499.      0.4092595E-05   688206.6       114616.7    
  133684.3       2936.204       4262.353       4.446242       1.641294       7370231.      0.4035243E-05   689532.5       114821.2    
  134035.1       2936.204       4264.553       4.449306       1.642328       7375955.      0.3978022E-05   690857.6       115025.3    
  134386.0       2936.204       4266.748       4.452368       1.643363       7381674.      0.3921053E-05   692183.0       115229.5    
  134736.9       2936.204       4268.940       4.455427       1.644396       7387388.      0.3864304E-05   693508.4       115433.8    
  135087.8       2936.204       4271.118       4.458498       1.645437       7393102.      0.3808000E-05   694836.3       115638.9    
  135438.6       2936.204       4273.310       4.461541       1.646463       7398801.      0.3751534E-05   696160.2       115842.6    
  135789.5       2936.204       4275.492       4.464589       1.647493       7404498.      0.3695424E-05   697485.7       116046.8    
  136140.4       2936.204       4277.664       4.467644       1.648528       7410195.      0.3639699E-05   698812.7       116251.7    
  136491.3       2936.204       4279.848       4.470674       1.649549       7415876.      0.3583824E-05   700136.4       116455.2    
  136842.1       2936.204       4282.040       4.473685       1.650561       7421545.      0.3527918E-05   701457.5       116657.8    
  137193.0       2936.204       4284.207       4.476722       1.651589       7427223.      0.3472709E-05   702783.6       116862.2    
  137543.9       2936.204       4286.354       4.479781       1.652629       7432905.      0.3418089E-05   704113.4       117068.2    
  137894.8       2936.204       4288.517       4.482809       1.653653       7438569.      0.3363237E-05   705439.0       117272.4    
  138245.6       2936.204       4290.677       4.485833       1.654675       7444229.      0.3308587E-05   706764.5       117476.6    
  138596.5       2936.204       4292.834       4.488854       1.655697       7449883.      0.3254139E-05   708090.0       117680.8    
  138947.4       2936.204       4294.973       4.491892       1.656729       7455541.      0.3200227E-05   709418.8       117886.4    
  139298.3       2936.204       4297.167       4.494846       1.657715       7461160.      0.3145247E-05   710734.8       118087.0    
  139649.1       2936.204       4299.315       4.497856       1.658733       7466798.      0.3091400E-05   712060.3       118291.2    
  140000.0       2936.204       4301.460       4.500862       1.659750       7472430.      0.3037750E-05   713385.7       118495.3    
  1.000000       2945.318       2938.095       2.722116       1.012554       4547786.      0.9345316E-04   177546.0       30123.28    
  351.8747       2945.318       2944.778       2.730833       1.015667       4557712.      0.9239984E-04   179101.8       30377.70    
  702.7494       2945.318       2950.019       2.727651       1.014239       4565458.      0.9185506E-04   179022.1       30346.25    
  1053.624       2945.318       2956.644       2.736879       1.017431       4575348.      0.9082872E-04   180659.3       30606.18    
  1404.499       2945.318       2963.196       2.745770       1.020494       4585258.      0.8982602E-04   182257.5       30858.97    
  1755.373       2945.318       2969.683       2.754778       1.023677       4595086.      0.8884492E-04   183870.4       31119.75    
  2106.248       2945.318       2976.142       2.763273       1.026519       4605039.      0.8788076E-04   185434.1       31360.82    
  2457.123       2945.318       2984.590       2.771737       1.033322       4619641.      0.8693927E-04   186801.1       31868.10    
  2807.997       2945.318       2990.921       2.779804       1.036094       4629593.      0.8601952E-04   188308.1       32107.24    
  3158.872       2945.318       2997.190       2.787878       1.038937       4639510.      0.8511711E-04   189814.3       32351.35    
  3509.747       2945.318       3003.417       2.795324       1.041607       4649407.      0.8423503E-04   191234.8       32585.41    
  3860.622       2945.318       3009.590       2.803258       1.044391       4659302.      0.8336619E-04   192731.7       32827.21    
  4211.496       2945.318       3015.738       2.811100       1.047109       4669190.      0.8251344E-04   194224.5       33065.71    
  4562.371       2945.318       3021.853       2.818726       1.049690       4679084.      0.8167686E-04   195697.9       33296.23    
  4913.246       2945.318       3027.930       2.826692       1.052500       4688921.      0.8085333E-04   197214.5       33542.07    
  5264.120       2945.318       3033.920       2.834230       1.055138       4698761.      0.8004633E-04   198674.4       33777.10    
  5614.995       2945.318       3039.896       2.841805       1.057765       4708588.      0.7925285E-04   200147.9       34012.38    
  5965.870       2945.318       3045.824       2.849291       1.060345       4718406.      0.7847368E-04   201613.8       34245.15    
  6316.744       2945.318       3051.734       2.856808       1.062958       4728192.      0.7770686E-04   203088.1       34480.95    
  6667.619       2945.318       3057.588       2.864227       1.065547       4737966.      0.7695325E-04   204550.9       34715.54    
  7018.494       2945.318       3063.420       2.871390       1.067963       4747761.      0.7621306E-04   205989.0       34939.65    
  7369.368       2945.318       3069.194       2.878968       1.070679       4757460.      0.7548289E-04   207477.2       35183.80    
  7720.243       2945.318       3074.918       2.886222       1.073263       4767178.      0.7476631E-04   208922.8       35419.77    
  8071.118       2945.318       3080.626       2.893442       1.075781       4776885.      0.7406081E-04   210373.9       35652.21    
  8421.992       2945.318       3086.291       2.900506       1.078204       4786595.      0.7336688E-04   211809.2       35878.85    
  8772.867       2945.318       3091.944       2.907745       1.080754       4796251.      0.7268310E-04   213270.1       36114.84    
  9123.742       2945.318       3097.551       2.914831       1.083221       4805907.      0.7201034E-04   214714.4       36345.69    
  9474.617       2945.318       3103.118       2.921803       1.085691       4815521.      0.7134812E-04   216141.4       36577.22    
  9825.491       2945.318       3108.634       2.928902       1.088194       4825133.      0.7069553E-04   217591.3       36811.40    
  10176.37       2945.318       3114.134       2.935858       1.090633       4834732.      0.7005316E-04   219026.0       37042.00    
  10527.24       2945.318       3119.633       2.942961       1.093168       4844266.      0.6941947E-04   220485.1       37280.13    
  10878.12       2945.318       3125.061       2.949673       1.095450       4853878.      0.6879668E-04   221896.6       37501.07    
  11228.99       2945.318       3130.467       2.956524       1.097862       4863416.      0.6818228E-04   223326.4       37731.56    
  11579.86       2945.318       3135.851       2.963335       1.100244       4872941.      0.6757676E-04   224756.1       37960.62    
  11930.74       2945.318       3141.195       2.970277       1.102764       4882389.      0.6697930E-04   226200.3       38199.73    
  12281.61       2945.318       3146.484       2.976815       1.105025       4891926.      0.6639201E-04   227595.3       38421.12    
  12632.49       2945.318       3151.768       2.983509       1.107378       4901394.      0.6581201E-04   229016.1       38649.69    
  12983.36       2945.318       3157.048       2.990154       1.109719       4910833.      0.6524000E-04   230434.6       38878.30    
  13334.24       2945.318       3162.273       2.996809       1.112030       4920277.      0.6467596E-04   231859.5       39105.04    
  13685.11       2945.318       3167.474       3.003410       1.114361       4929684.      0.6411967E-04   233276.2       39333.71    
  14035.99       2945.318       3172.655       3.009976       1.116662       4939078.      0.6357090E-04   234693.2       39560.93    
  14386.86       2945.318       3177.797       3.016568       1.119052       4948419.      0.6302948E-04   236109.6       39794.82    
  14737.74       2945.318       3182.892       3.022987       1.121308       4957811.      0.6249609E-04   237507.6       40019.54    
  15088.61       2945.318       3187.987       3.029478       1.123609       4967143.      0.6196906E-04   238920.8       40248.25    
  15439.49       2945.318       3193.087       3.036241       1.126091       4976388.      0.6144821E-04   240375.1       40490.93    
  15790.36       2945.318       3198.115       3.042363       1.128145       4985759.      0.6093554E-04   241746.2       40702.78    
  16141.24       2945.318       3203.131       3.048761       1.130419       4995033.      0.6042884E-04   243154.4       40931.10    
  16492.11       2945.318       3208.127       3.055362       1.132842       5004220.      0.5992794E-04   244591.8       41170.93    
  16842.98       2945.318       3213.090       3.061644       1.135055       5013467.      0.5943416E-04   245989.9       41395.82    
  17193.86       2945.318       3218.022       3.067669       1.137112       5022739.      0.5894685E-04   247355.2       41609.81    
  17544.73       2945.318       3222.938       3.073943       1.139339       5031941.      0.5846532E-04   248757.2       41836.75    
