|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  953.927        32715.4        3541.61        6.91613        3.32240       0.408011E+007  0.343045E-004  0.117281E+007   390936.     
  959.462        32715.4        3541.11        6.91389        3.32133       0.408354E+007  0.343492E-004  0.117188E+007   390628.     
  964.997        32715.4        3540.62        6.91165        3.32025       0.408692E+007  0.343939E-004  0.117096E+007   390319.     
  970.532        32715.4        3540.12        6.90941        3.31917       0.409026E+007  0.344385E-004  0.117004E+007   390012.     
  976.067        32715.4        3539.67        6.90719        3.31811       0.409353E+007  0.344823E-004  0.116914E+007   389712.     
  981.601        32715.4        3539.22        6.90497        3.31704       0.409676E+007  0.345261E-004  0.116823E+007   389411.     
  987.136        32715.4        3539.04        6.90313        3.31616       0.409974E+007  0.345648E-004  0.116755E+007   389184.     
  992.671        32715.4        3538.67        6.90104        3.31515       0.410281E+007  0.346068E-004  0.116673E+007   388909.     
  998.206        32715.4        3538.12        6.89869        3.31402       0.410596E+007  0.346519E-004  0.116575E+007   388583.     
  1003.74        32715.4        3537.75        6.89660        3.31302       0.410894E+007  0.346938E-004  0.116492E+007   388307.     
  1009.28        32715.4        3537.38        6.89451        3.31201       0.411188E+007  0.347356E-004  0.116409E+007   388031.     
  1014.81        32715.4        3537.01        6.89241        3.31101       0.411477E+007  0.347774E-004  0.116326E+007   387755.     
  1020.34        32715.4        3536.74        6.89046        3.31007       0.411755E+007  0.348174E-004  0.116251E+007   387504.     
  1025.88        32715.4        3536.46        6.88850        3.30913       0.412029E+007  0.348574E-004  0.116176E+007   387254.     
  1031.41        32715.4        3536.52        6.88698        3.30840       0.412276E+007  0.348913E-004  0.116127E+007   387090.     
  1036.95        32715.4        3536.57        6.88547        3.30767       0.412520E+007  0.349251E-004  0.116078E+007   386926.     
  1042.48        32715.4        3536.11        6.88320        3.30658       0.412798E+007  0.349680E-004  0.115986E+007   386620.     
  1048.02        32715.4        3535.99        6.88144        3.30574       0.413046E+007  0.350046E-004  0.115923E+007   386410.     
  1053.55        32715.4        3535.87        6.87969        3.30489       0.413290E+007  0.350412E-004  0.115860E+007   386200.     
  1059.09        32715.4        3535.76        6.87793        3.30405       0.413531E+007  0.350777E-004  0.115797E+007   385990.     
  1064.62        32715.4        3535.81        6.87644        3.30334       0.413754E+007  0.351111E-004  0.115749E+007   385829.     
  1070.16        32715.4        3545.38        6.88870        3.30923       0.413284E+007  0.349862E-004  0.116476E+007   388254.     
  1075.69        32715.4        3543.70        0.00000        0.00000       0.413633E+007  0.350445E-004            NaN            NaN
  1081.23        32715.4        3538.42        6.87544        3.30285       0.414233E+007  0.351657E-004  0.115800E+007   386001.     
  1086.76        32715.4        3550.40        6.89172        3.31068       0.413556E+007  0.350172E-004  0.116743E+007   389144.     
  1092.30        32715.4        3550.30        6.89009        3.30989       0.413774E+007  0.350513E-004  0.116685E+007   388948.     
  1097.83        32715.4        3546.53        6.88299        3.30648       0.414259E+007  0.351413E-004  0.116321E+007   387736.     
  1103.37        32715.4        3547.79        6.88341        3.30668       0.414367E+007  0.351580E-004  0.116376E+007   387921.     
  1108.90        32715.4        3547.92        6.88211        3.30606       0.414559E+007  0.351882E-004  0.116337E+007   387789.     
  1114.44        32715.4        3550.13        6.88417        3.30705       0.414578E+007  0.351926E-004  0.116478E+007   388262.     
  1119.97        32715.4        3539.89        6.86695        3.29877       0.415549E+007  0.353767E-004  0.115562E+007   385208.     
  1125.51        32715.4        3541.90        6.86850        3.29952       0.415589E+007  0.353795E-004  0.115680E+007   385601.     
  1131.04        32715.4        3556.97        6.89059        3.31013       0.414619E+007  0.352095E-004  0.116921E+007   389736.     
  1136.57        32715.4        3553.46        6.88378        3.30686       0.415064E+007  0.352910E-004  0.116575E+007   388583.     
  1142.11        32715.4        3555.95        6.88635        3.30809       0.415050E+007  0.352939E-004  0.116743E+007   389145.     
  1147.64        32715.4        3558.01        6.88824        3.30900       0.415069E+007  0.352982E-004  0.116876E+007   389585.     
  1153.18        32715.4        3545.02        6.86567        3.29816       0.416282E+007  0.354827E-004  0.115687E+007   385623.     
  1158.71        32715.4        3549.18        6.87074        3.30060       0.416143E+007  0.354537E-004  0.115994E+007   386646.     
  1164.25        32715.4        3548.62        6.86838        3.29946       0.416358E+007  0.354905E-004  0.115895E+007   386318.     
  1169.78        32715.4        3549.58        6.86841        3.29948       0.416458E+007  0.355033E-004  0.115928E+007   386427.     
  1175.32        32715.4        3551.22        6.86955        3.30003       0.416503E+007  0.355079E-004  0.116020E+007   386734.     
  1180.85        32715.4        3552.87        6.87074        3.30060       0.416544E+007  0.355118E-004  0.116114E+007   387047.     
  1186.39        32715.4        3554.54        6.87197        3.30119       0.416583E+007  0.355152E-004  0.116210E+007   387367.     
  1191.92        32715.4        3556.22        6.87324        3.30180       0.416618E+007  0.355180E-004  0.116308E+007   387694.     
  1197.46        32715.4        3558.59        6.87569        3.30297       0.416596E+007  0.355118E-004  0.116469E+007   388229.     
  1202.99        32715.4        3560.99        6.87820        3.30418       0.416571E+007  0.355047E-004  0.116633E+007   388775.     
  1208.53        32715.4        3576.57        6.90357        3.31637       0.415466E+007  0.353608E-004  0.118009E+007   393362.     
  1214.06        32715.4        3574.52        6.89881        3.31408       0.415778E+007  0.354123E-004  0.117778E+007   392594.     
  1219.60        32715.4        3581.39        6.90913        3.31904       0.415396E+007  0.353476E-004  0.118358E+007   394527.     
  1225.13        32715.4        3583.47        6.91128        3.32007       0.415393E+007  0.353389E-004  0.118500E+007   395001.     
  1230.67        32715.4        3586.76        6.91577        3.32223       0.415277E+007  0.353248E-004  0.118764E+007   395879.     
  1236.20        32715.4        3587.91        6.91642        3.32254       0.415340E+007  0.353293E-004  0.118824E+007   396079.     
  1241.74        32715.4        3592.20        6.92268        3.32555       0.415145E+007  0.353003E-004  0.119181E+007   397271.     
  1247.27        32715.4        3592.50        6.92168        3.32507       0.415288E+007  0.353041E-004  0.119157E+007   397189.     
  1252.81        32715.4        3592.68        6.92058        3.32454       0.415430E+007  0.353171E-004  0.119125E+007   397083.     
  1258.34        32715.4        3595.85        6.92493        3.32663       0.415325E+007  0.352957E-004  0.119380E+007   397933.     
  1263.87        32715.4        3598.80        6.92892        3.32855       0.415235E+007  0.352780E-004  0.119616E+007   398719.     
  1269.41        32715.4        3603.51        6.93620        3.33204       0.414999E+007  0.352407E-004  0.120024E+007   400080.     
  1274.94        32715.4        3607.02        6.94150        3.33459       0.414850E+007  0.352237E-004  0.120325E+007   401082.     
  1280.48        32715.4        3610.74        6.94725        3.33735       0.414684E+007  0.352003E-004  0.120648E+007   402161.     
  1286.01        32715.4        3610.03        6.94521        3.33637       0.414858E+007  0.352418E-004  0.120554E+007   401845.     
  1291.55        32715.4        3609.32        6.94320        3.33541       0.415031E+007  0.352820E-004  0.120460E+007   401535.     
  1297.08        32715.4        3608.61        6.94115        3.33442       0.415200E+007  0.353231E-004  0.120365E+007   401218.     
  1302.62        32715.4        3607.90        6.93910        3.33344       0.415368E+007  0.353646E-004  0.120271E+007   400903.     
  1308.15        32715.4        3607.20        6.93729        3.33257       0.415540E+007  0.354041E-004  0.120185E+007   400616.     
  1313.69        32715.4        3606.50        6.93521        3.33157       0.415701E+007  0.354431E-004  0.120089E+007   400298.     
  1319.22        32715.4        3605.78        6.93332        3.33066       0.415868E+007  0.354849E-004  0.120000E+007   400000.     
  1324.76        32715.4        3605.08        6.93108        3.32958       0.416021E+007  0.355248E-004  0.119899E+007   399664.     
  1330.29        32715.4        3604.36        6.92933        3.32874       0.416188E+007  0.355662E-004  0.119815E+007   399383.     
  1335.83        32715.4        3603.65        6.92698        3.32761       0.416335E+007  0.356088E-004  0.119710E+007   399033.     
  1341.36        32715.4        3602.95        6.92510        3.32671       0.416493E+007  0.356483E-004  0.119621E+007   398738.     
  1346.90        32715.4        3602.24        6.92308        3.32574       0.416646E+007  0.356890E-004  0.119528E+007   398427.     
  1352.43        32715.4        3601.54        6.92145        3.32496       0.416807E+007  0.357248E-004  0.119449E+007   398163.     
  1357.97        32715.4        3600.83        6.91946        3.32400       0.416957E+007  0.357659E-004  0.119356E+007   397855.     
