|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  562.797        11204.8        3004.08        4.88895        2.34857       0.307317E+007  0.389757E-004   497097.        165699.     
  564.619        11204.8        3003.86        4.88822        2.34822       0.307761E+007  0.390733E-004   496913.        165638.     
  566.440        11204.8        3003.65        4.88748        2.34787       0.308207E+007  0.391732E-004   496728.        165576.     
  568.262        11204.8        3013.66        4.90219        2.35494       0.309465E+007  0.400186E-004   501388.        167129.     
  570.084        11204.8        3013.53        4.90190        2.35480       0.309926E+007  0.401320E-004   501307.        167102.     
  571.905        11204.8        3013.45        4.90193        2.35481       0.310394E+007  0.402534E-004   501300.        167100.     
  573.727        11204.8        3013.38        4.90196        2.35482       0.310863E+007  0.403778E-004   501293.        167098.     
  575.549        11204.8        3013.30        4.90198        2.35484       0.311342E+007  0.405056E-004   501286.        167095.     
  577.370        11204.8        3013.18        4.90177        2.35473       0.311820E+007  0.406330E-004   501222.        167074.     
  579.192        11204.8        3013.15        4.90204        2.35486       0.312310E+007  0.407721E-004   501273.        167091.     
  581.014        11204.8        3013.04        4.90186        2.35478       0.312799E+007  0.409080E-004   501216.        167072.     
  582.835        11204.8        3012.95        4.90179        2.35474       0.313297E+007  0.410504E-004   501188.        167063.     
  584.657        11204.8        3012.87        4.90179        2.35474       0.313803E+007  0.411985E-004   501173.        167058.     
  586.479        11204.8        3012.75        4.90156        2.35464       0.314313E+007  0.413484E-004   501108.        167036.     
  588.301        11204.8        3012.68        4.90162        2.35466       0.314837E+007  0.415085E-004   501107.        167036.     
  590.122        11204.8        3012.59        4.90158        2.35464       0.315369E+007  0.416736E-004   501086.        167029.     
  591.944        11204.8        3012.51        4.90154        2.35462       0.315912E+007  0.418454E-004   501063.        167021.     
  593.766        11204.8        3012.41        4.90143        2.35457       0.316467E+007  0.420239E-004   501026.        167009.     
  595.587        11204.8        3012.37        4.90163        2.35467       0.317041E+007  0.422158E-004   501060.        167020.     
  597.409        11204.8        3012.30        4.90166        2.35468       0.317628E+007  0.424144E-004   501053.        167018.     
  599.231        11204.8        3012.34        4.90227        2.35497       0.318241E+007  0.426332E-004   501184.        167061.     
  601.052        11204.8        3012.14        4.90164        2.35467       0.318858E+007  0.428434E-004   501023.        167008.     
  602.874        11204.8        3012.15        4.90207        2.35488       0.319513E+007  0.430846E-004   501112.        167037.     
  604.696        11204.8        3011.94        4.90135        2.35453       0.320178E+007  0.433221E-004   500930.        166977.     
  606.517        11204.8        3011.84        4.90120        2.35446       0.320883E+007  0.435868E-004   500884.        166961.     
  608.339        11204.8        3011.98        4.90236        2.35502       0.321644E+007  0.438937E-004   501144.        167048.     
  610.161        11204.8        3011.65        4.90096        2.35434       0.322411E+007  0.441817E-004   500801.        166934.     
  611.982        11204.8        3011.57        4.90091        2.35432       0.323248E+007  0.445206E-004   500778.        166926.     
  613.804        11204.8        3011.49        4.90084        2.35429       0.324147E+007  0.448931E-004   500751.        166917.     
  615.626        11204.8        3011.59        4.90174        2.35472       0.325136E+007  0.453231E-004   500953.        166984.     
  617.447        11204.8        3011.49        4.90153        2.35462       0.326202E+007  0.457851E-004   500892.        166964.     
  619.269        11204.8        3011.38        4.90125        2.35449       0.327384E+007  0.463099E-004   500817.        166939.     
  621.091        11204.8        3011.27        4.90098        2.35435       0.328719E+007  0.469173E-004   500743.        166914.     
  622.912        11204.8        3011.18        4.90072        2.35423       0.330258E+007  0.476347E-004   500673.        166891.     
  624.734        11204.8        3011.04        4.90023        2.35399       0.332073E+007  0.484995E-004   500552.        166851.     
  626.556        11204.8        3011.06        4.90053        2.35414       0.334308E+007  0.495971E-004   500617.        166872.     
  628.377        11204.8        3010.95        4.90006        2.35391       0.337160E+007  0.510204E-004   500502.        166834.     
  630.199        11204.8        3010.67        4.89850        2.35316       0.341066E+007  0.530019E-004   500136.        166712.     
  632.021        11204.8        3010.58        4.89787        2.35286       0.347110E+007  0.561437E-004   499993.        166664.     
  633.842        11204.8        3010.58        4.89742        2.35264       0.358742E+007  0.623083E-004   499901.        166634.     
  635.664        11204.8        3010.34        4.89845        2.35314       0.404997E+007  0.876514E-004   500072.        166691.     
  637.486        11204.8        3010.10        4.91644        2.36178       0.313107E+007  0.375015E-004   503713.        167904.     
  639.308        11204.8        3010.05        4.91639        2.36175       0.313388E+007  0.375628E-004   503691.        167897.     
  641.129        11204.8        3009.98        4.91623        2.36168       0.313667E+007  0.376229E-004   503648.        167883.     
  642.951        11204.8        3009.80        4.91550        2.36133       0.313937E+007  0.376737E-004   503468.        167823.     
  644.773        11204.8        3009.75        4.91548        2.36132       0.314215E+007  0.377364E-004   503455.        167818.     
  646.594        11204.8        3009.71        4.91551        2.36133       0.314494E+007  0.378003E-004   503455.        167818.     
  648.416        11204.8        3009.69        4.91563        2.36139       0.314773E+007  0.378660E-004   503477.        167826.     
  650.238        11204.8        3009.67        4.91575        2.36145       0.315051E+007  0.379319E-004   503498.        167833.     
  652.059        11204.8        3009.64        4.91586        2.36150       0.315328E+007  0.379979E-004   503515.        167838.     
  653.881        11204.8        3009.62        4.91596        2.36155       0.315604E+007  0.380643E-004   503533.        167844.     
  655.703        11204.8        3009.60        4.91607        2.36160       0.315880E+007  0.381308E-004   503551.        167850.     
  657.524        11204.8        3009.57        4.91616        2.36165       0.316154E+007  0.381977E-004   503567.        167856.     
  659.346        11204.8        3009.55        4.91626        2.36169       0.316427E+007  0.382648E-004   503582.        167861.     
  661.168        11204.8        3009.53        4.91635        2.36174       0.316700E+007  0.383321E-004   503597.        167866.     
  662.989        11204.8        3009.50        4.91644        2.36178       0.316972E+007  0.383998E-004   503611.        167870.     
  664.811        11204.8        3009.48        4.91654        2.36183       0.317243E+007  0.384679E-004   503627.        167876.     
  666.633        11204.8        3009.47        4.91672        2.36191       0.317515E+007  0.385377E-004   503663.        167888.     
